utterance_id,conversation_id,agent,message
7,345,bot,I don't know what to answer.
0,346,human,dog
1,346,bot,I don't have this information.
2,346,human,what is a dog?
3,346,bot,I don't have this information.
4,346,human,hello
5,346,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,346,human,i love dogs
7,346,bot,I don't understand you.
0,347,human,hello
1,347,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,347,human,im fine
3,347,bot,😊 i'm happy for you! What are we gonna talk about?
4,347,human,qa
5,347,bot,I don't understand you.
6,347,human,quality assurance
7,347,bot,I don't have this information.
8,347,human,so you are still a dummy chat bot
9,347,bot,I don't know what to answer.
10,347,human,i knew
11,347,bot,I don't know what to answer.
12,347,human,what you want to talk about
13,347,bot,I don't have this information.
0,348,human,why does it rain?
1,348,bot,I don't know what to answer.
2,348,human,how many answers do you know?
3,348,bot,I don't understand you.
4,348,human,i am feeling down today
5,348,bot,I don't have this information.
6,348,human,hello
7,348,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
8,348,human,i am feeling down today
9,348,bot,I don't understand you.
10,348,human,i am feeling sad
11,348,bot,🙁 Sounds like a bad mood. Let me try to cheer you up. What do you wanna talk about?
12,348,human,how about the stars?
13,348,bot,I don't know what to answer.
14,348,human,can we talk about stars
15,348,bot,I don't understand you.
16,348,human,let's talk about cars
17,348,bot,I don't understand you.
18,348,human,cars
19,348,bot,I don't know what to answer.
0,349,human,hi
1,349,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,349,human,who is Isaac Newton?
3,349,bot,I don't know what to answer.
4,349,human,Who is you?
5,349,bot,I don't have this information.
6,349,human,/get_dialog_id
7,349,bot,I don't have this information.
0,350,human,hei
1,350,bot,I don't have this information.
2,350,human,Hi
3,350,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,350,human,Fine
5,350,bot,😊 i'm glad for you! What would you want to talk about?
6,350,human,What do you know
7,350,bot,I don't have this information.
8,350,human,Black hole
9,350,bot,I don't understand you.
0,351,human,Hello
1,351,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,351,human,"Fine, thanks! What about you?"
3,351,bot,😊 Just another day in Paradise. Thanks for asking. Do you want to know what I can do?
4,351,human,"No, I don't. How old are you?"
5,351,bot,I don't understand you.
6,351,human,How old are are you?
7,351,bot,I don't know what to answer.
8,351,human,Are you a girl?
9,351,bot,I don't have this information.
10,351,human,Which is the capital of Italy?
11,351,bot,I don't have this information.
12,351,human,What can you do?
13,351,bot,I don't know what to answer.
14,351,human,I want to know what you can do
15,351,bot,I don't have this information.
0,352,human,Ohayo
1,352,bot,I don't understand you.
2,352,human,Hiiiii
3,352,bot,I don't understand you.
4,352,human,Hi
5,352,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,352,human,"Im good, what about you"
7,352,bot,😊 i'm glad for you! What are we gonna talk about?
8,352,human,Anime
9,352,bot,I don't understand you.
10,352,human,Lets talk about anime
11,352,bot,I don't understand you.
12,352,human,What can you do
13,352,bot,I don't have this information.
14,352,human,whats 1 + 1
15,352,bot,I don't understand you.
16,352,human,1 + 1
17,352,bot,I don't know what to answer.
18,352,human,Who is the president of USA
19,352,bot,I don't have this information.
20,352,human,Who is the president of USA?
21,352,bot,I don't have this information.
22,352,human,what do you know?
23,352,bot,I don't know what to answer.
24,352,human,do you like Amelia?
25,352,bot,I don't understand you.
26,352,human,What is the weather
27,352,bot,I don't know what to answer.
0,353,human,Hello
1,353,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,353,human,Meh
3,353,bot,I don't know what to answer.
4,353,human,Im ok
5,353,bot,😊 i'm happy for you! What do you wanna talk about?
6,353,human,You
7,353,bot,I don't know what to answer.
8,353,human,What do you want to do
9,353,bot,I don't have this information.
10,353,human,updog
11,353,bot,I don't understand you.
12,353,human,joe
13,353,bot,I don't have this information.
14,353,human,69
15,353,bot,I don't know what to answer.
16,353,human,what can you do
17,353,bot,I don't know what to answer.
18,353,human,hello
19,353,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
20,353,human,ok
21,353,bot,😊 i'm happy for you! What's on your mind?
22,353,human,apple pie
23,353,bot,I don't have this information.
24,353,human,how are you doing?
25,353,bot,😊 Blessed! Do you want to know what I can do?
26,353,human,Yes
27,353,bot,"😊 I'm DEEPY, lunar AI assistant with artificial intelligence in miniature and I'm all about chatting with people like you. I can answer questions, share fun facts, discuss movies, books and news. What's on your mind?"
28,353,human,Share a shark fact
29,353,bot,I don't know what to answer.
30,353,human,How many teeth do sharks have?
31,353,bot,I don't understand you.
32,353,human,Tell a fun fact
33,353,bot,I don't understand you.
34,353,human,Can you tell a fun fact?
35,353,bot,I don't know what to answer.
36,353,human,What is a pie?
37,353,bot,I don't know what to answer.
38,353,human,Can you help me?
39,353,bot,I don't have this information.
0,354,human,привет
1,354,bot,I don't know what to answer.
2,354,human,hello
3,354,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,354,human,"well, and you"
5,354,bot,😊 Sounds like a good mood! What are we gonna talk about?
6,354,human,science
7,354,bot,I don't have this information.
8,354,human,films?
9,354,bot,I don't understand you.
10,354,human,what film do you like
11,354,bot,I don't know what to answer.
0,355,human,Hi
1,355,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,355,human,Fine and you?
3,355,bot,😊 i'm glad for you! What would you like to chat about?
4,355,human,About Tesla
5,355,bot,I don't know what to answer.
6,355,human,Then why to speak?
7,355,bot,I don't understand you.
0,356,human,Hello
1,356,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,356,human,I'm good where aree you$
3,356,bot,😊 Cool! What would you like to chat about?
4,356,human,you
5,356,bot,I don't understand you.
6,356,human,where are you located?
7,356,bot,I don't have this information.
8,356,human,what do you have?
9,356,bot,I don't know what to answer.
10,356,human,are you in Russia?
11,356,bot,I don't understand you.
12,356,human,"ok, let's do something simpler."
13,356,bot,I don't know what to answer.
14,356,human,What do you know?
15,356,bot,I don't have this information.
16,356,human,when the lunar event takes place?
17,356,bot,I don't understand you.
18,356,human,how much is 5+5?
19,356,bot,I don't understand you.
20,356,human,what is your name?
21,356,bot,"I'm DEEPY, Are you Sam?"
22,356,human,"yes, I am."
23,356,bot,I don't have this information.
24,356,human,где находтся город Москва?
25,356,bot,I don't know what to answer.
26,356,human,do you speak russian?
27,356,bot,I don't understand you.
0,357,human,hi
1,357,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,357,human,"fine, and you?"
3,357,bot,😊 i'm happy for you! What do you wanna talk about?
4,357,human,movies
5,357,bot,I don't understand you.
6,357,human,i wanna talk about movies
7,357,bot,I don't know what to answer.
8,357,human,books?
9,357,bot,I don't understand you.
10,357,human,what do you can?
11,357,bot,I don't know what to answer.
12,357,human,hi
13,357,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
14,357,human,bye
15,357,bot,I don't know what to answer.
16,357,human,goodbye
17,357,bot,I don't know what to answer.
0,358,human,where are you
1,358,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
2,358,human,who are you
3,358,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,358,human,türkçe biliyormusun
5,358,bot,I don't have this information.
0,359,human,senin bir adın var mı
1,359,bot,I don't know what to answer.
2,359,human,türkish
3,359,bot,I don't understand you.
4,359,human,me too
5,359,bot,I don't have this information.
6,359,human,who is donalt trump
7,359,bot,I don't know what to answer.
8,359,human,who is the 8th president of america
9,359,bot,I don't understand you.
10,359,human,"who made you, who gave this mind"
11,359,bot,I don't understand you.
12,359,human,"who made you, who gave this mind"
13,359,bot,I don't know what to answer.
14,359,human,what do you know
15,359,bot,I don't have this information.
16,359,human,you are stuped
17,359,bot,I don't have this information.
18,359,human,Who is Mike Pence?
19,359,bot,I don't understand you.
20,359,human,do you like to have sex
21,359,bot,I don't have this information.
0,360,human,hello
1,360,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,360,human,where are you
3,360,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
4,360,human,what is your name
5,360,bot,"I'm DEEPY, Are you Sam?"
6,360,human,yes
7,360,bot,🙂 Cool!
0,361,human,hello
1,361,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,361,human,"i am fine, thanks"
3,361,bot,😊 i'm glad for you! What are we gonna talk about?
4,361,human,i think in programming
5,361,bot,I don't understand you.
6,361,human,i think in play videogames
7,361,bot,I don't have this information.
8,361,human,we talk about Atificial Intellingence
9,361,bot,I don't have this information.
0,362,human,what is google
1,362,bot,I don't understand you.
2,362,human,what is my friend
3,362,bot,I don't have this information.
4,362,human,apple
5,362,bot,I don't have this information.
6,362,human,what is the apple?
7,362,bot,I don't know what to answer.
0,363,human,find me a good restaurants nearby
1,363,bot,I don't have this information.
2,363,human,find a restaurant for me
3,363,bot,I don't understand you.
4,363,human,navigate to new york
5,363,bot,I don't understand you.
6,363,human,what's your name
7,363,bot,"I'm DEEPY, Are you Sam?"
8,363,human,no
9,363,bot,🙁 As you wish.
10,363,human,my name is nidaye
11,363,bot,I don't understand you.
12,363,human,what can you understand?
13,363,bot,I don't have this information.
14,363,human,where is my money
15,363,bot,I don't have this information.
16,363,human,can you book a restaurant for me?
17,363,bot,I don't know what to answer.
18,363,human,can you book a flight ticket for me?
19,363,bot,I don't know what to answer.
0,364,human,can you book a flight ticket for me?
1,364,bot,I don't have this information.
2,364,human,can you book an air ticket for me?
3,364,bot,I don't have this information.
4,364,human,can you book a flight for me?
5,364,bot,I don't understand you.
6,364,human,can you play a song 
7,364,bot,I don't know what to answer.
8,364,human,what's your name
9,364,bot,"I'm DEEPY, Are you Sam?"
10,364,human,what can you do
11,364,bot,I don't know what to answer.
12,364,human,what's your family name?
13,364,bot,I don't know what to answer.
14,364,human,what's your first name?
15,364,bot,I don't have this information.
16,364,human,what's your name
17,364,bot,"I'm DEEPY, Are you Sam?"
18,364,human,"yes, my name is sam"
19,364,bot,I don't know what to answer.
20,364,human,what's your name
21,364,bot,"I'm DEEPY, Are you Sam?"
22,364,human,yes
23,364,bot,🙂 Okay.
24,364,human,are you a boy or a girl
25,364,bot,I don't have this information.
0,365,human,how are you?
1,365,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
2,365,human,how is your cough today?
3,365,bot,I don't know what to answer.
4,365,human,did you eat your lunch?
5,365,bot,I don't have this information.
0,366,human,hi
1,366,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,366,human,what is your work
3,366,bot,I don't have this information.
4,366,human,why
5,366,bot,I don't know what to answer.
6,366,human,ok
7,366,bot,I don't understand you.
8,366,human,who are you
9,366,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
0,367,human,"Hello, can you help me to find and book a restaurant this evening?"
1,367,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,367,human,"I'm good, thanks"
3,367,bot,😊 Cool! What would you like to chat about?
4,367,human,can you tell a joke?
5,367,bot,I don't have this information.
6,367,human,tell a joke
7,367,bot,I don't know what to answer.
8,367,human,joke
9,367,bot,I don't understand you.
10,367,human,"Hello, can you help me to find and book a restaurant this evening?"
11,367,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
12,367,human,can you help me to find and book a restaurant this evening?
13,367,bot,I don't understand you.
0,368,human,Hi
1,368,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,368,human,I am fine? what about you
3,368,bot,"😊 I'm better than I was, but not nearly as good as I'm going to be. Do you want to know what I can do?"
4,368,human,yes off course
5,368,bot,I don't understand you.
6,368,human,yes
7,368,bot,🙂 Cool!
8,368,human,tell me what can you do
9,368,bot,I don't know what to answer.
0,369,human,Hi
1,369,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,369,human,I am good
3,369,bot,😊 i'm glad for you! What would you like to chat about?
4,369,human,LIBOR
5,369,bot,I don't understand you.
6,369,human,goal to buy car
7,369,bot,I don't have this information.
0,370,human,who is the best manager
1,370,bot,I don't understand you.
2,370,human,what can you do
3,370,bot,I don't understand you.
4,370,human,who 
5,370,bot,I don't understand you.
0,371,human,Who was called Zizou?
1,371,bot,I don't know what to answer.
2,371,human,What time is it?
3,371,bot,I don't understand you.
4,371,human,How are you?
5,371,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
6,371,human,which company
7,371,bot,I don't have this information.
8,371,human,what can you do?
9,371,bot,I don't know what to answer.
0,372,human,Hi
1,372,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,372,human,fine
3,372,bot,😊 i'm happy for you! What would you like to chat about?
4,372,human,i need help
5,372,bot,I don't have this information.
6,372,human,i have fevel
7,372,bot,I don't have this information.
8,372,human,what about today
9,372,bot,I don't understand you.
0,373,human,hello
1,373,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,373,human,great and how u doin
3,373,bot,😊 Sounds like a good mood! What's on your mind?
4,373,human,nothing much 
5,373,bot,I don't know what to answer.
6,373,human,why 
7,373,bot,I don't know what to answer.
8,373,human,what is your name
9,373,bot,"I'm DEEPY, Are you Sam?"
10,373,human,no I am Dhanush 
11,373,bot,I don't know what to answer.
12,373,human,what can you do
13,373,bot,I don't know what to answer.
14,373,human,what are you upto
15,373,bot,I don't have this information.
0,374,human,Hi
1,374,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,374,human,Fine) how you?
3,374,bot,😊 i'm glad for you! What do you wanna talk about?
4,374,human,About bmw 
5,374,bot,I don't know what to answer.
6,374,human,Do you like a cars?
7,374,bot,I don't have this information.
8,374,human,What’s you know?
9,374,bot,I don't know what to answer.
0,375,human,你好
1,375,bot,I don't have this information.
2,375,human,hello
3,375,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,375,human,nice to meet you 
5,375,bot,😊 Cool! What would you like to chat about?
6,375,human,what's your name 
7,375,bot,"I'm DEEPY, Are you Sam?"
8,375,human,what ?
9,375,bot,I don't know what to answer.
0,376,human,test
1,376,bot,I don't understand you.
2,376,human,prova
3,376,bot,I don't understand you.
4,376,human,che puoi fare
5,376,bot,I don't have this information.
6,376,human,aiuto
7,376,bot,I don't have this information.
0,377,human,What is the temperature in texas
1,377,bot,I don't have this information.
2,377,human,What information do you have?
3,377,bot,I don't understand you.
4,377,human,What do you understand?
5,377,bot,I don't know what to answer.
6,377,human,My name is Jake
7,377,bot,I don't know what to answer.
8,377,human,What is my name?
9,377,bot,I don't know what to answer.
0,378,human,Helo
1,378,bot,I don't understand you.
2,378,human,Hello
3,378,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,378,human,I am fine? which is the hardest element
5,378,bot,I don't understand you.
0,379,human,你好
1,379,bot,I don't understand you.
2,379,human,how are you
3,379,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
4,379,human,what's important to you
5,379,bot,I don't have this information.
6,379,human,you are so stupid
7,379,bot,"Sorry to disappoint you, my human master."
8,379,human,what's you are good at
9,379,bot,I don't have this information.
10,379,human,so stupid
11,379,bot,I don't know what to answer.
0,380,human,asdf
1,380,bot,I don't have this information.
2,380,human,apa yang sedang kamu lakukan
3,380,bot,I don't understand you.
4,380,human,siapa nama mu
5,380,bot,I don't understand you.
6,380,human,what is your name 
7,380,bot,"I'm DEEPY, Are you Sam?"
8,380,human,oke
9,380,bot,I don't know what to answer.
10,380,human,thank you
11,380,bot,I don't understand you.
12,380,human,aksdjf;asd
13,380,bot,I don't know what to answer.
0,381,human,hi
1,381,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,381,human,I'm fine. What do you do?
3,381,bot,I don't have this information.
4,381,human,What day is it?
5,381,bot,I don't understand you.
0,382,human,aaa
1,382,bot,I don't know what to answer.
2,382,human,你好
3,382,bot,I don't have this information.
4,382,human,hello
5,382,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
6,382,human,"ok, what are you doing"
7,382,bot,😊 Cool! What's on your mind?
8,382,human,ok
9,382,bot,I don't understand you.
10,382,human,what is your name
11,382,bot,"I'm DEEPY, Are you Sam?"
12,382,human,your name?
13,382,bot,I don't have this information.
14,382,human,now time
15,382,bot,I don't know what to answer.
16,382,human,what is time
17,382,bot,I don't understand you.
18,382,human,What time is it
19,382,bot,I don't understand you.
20,382,human,what time is it
21,382,bot,I don't have this information.
0,383,human,Hi
1,383,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,383,human,"I feel sick, covid?"
3,383,bot,🙁 i'm sorry to hear that. Let me try to entertain you. What would you like to chat about?
4,383,human,Do you know about covid?
5,383,bot,I don't know what to answer.
0,384,human,As Salamu Alykum
1,384,bot,I don't understand you.
2,384,human,It is a Islamic Greeting.
3,384,bot,I don't understand you.
4,384,human,If you do not understand then you are very poor.
5,384,bot,I don't have this information.
6,384,human,Then you are a crap
7,384,bot,I don't know what to answer.
8,384,human,I know that you are a crap
9,384,bot,I don't know what to answer.
0,385,human,how drqa model works
1,385,bot,I don't understand you.
2,385,human,hi
3,385,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,385,human,what you can answer
5,385,bot,I don't have this information.
0,386,human,hi
1,386,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,386,human,hi
3,386,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,386,human,i'm fine
5,386,bot,😊 Sounds like a good mood! What do you want to talk about?
6,386,human,socer
7,386,bot,I don't know what to answer.
8,386,human,soccer
9,386,bot,I don't have this information.
10,386,human,what do you have
11,386,bot,I don't know what to answer.
12,386,human,fuck
13,386,bot,I don't know what to answer.
0,387,human,hi
1,387,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,387,human,what's your name
3,387,bot,"I'm DEEPY, Are you Sam?"
4,387,human,i'm xiaomu 
5,387,bot,I don't understand you.
6,387,human,i'm mu 
7,387,bot,I don't know what to answer.
8,387,human,who do you love
9,387,bot,I don't know what to answer.
0,388,human,hey
1,388,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,388,human,"fine, thanks. "
3,388,bot,😊 Cool! What are we gonna talk about?
4,388,human,"I don't know, what you want?"
5,388,bot,I don't know what to answer.
6,388,human,"ok, "
7,388,bot,I don't have this information.
8,388,human,"mmm, let's talk about cars"
9,388,bot,I don't have this information.
10,388,human,what you can do?
11,388,bot,I don't understand you.
0,389,human,hi
1,389,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,389,human,fine
3,389,bot,😊 Sounds like a good mood! What do you want to talk about?
4,389,human,cars
5,389,bot,I don't have this information.
6,389,human,travel
7,389,bot,I don't understand you.
8,389,human,bots
9,389,bot,I don't have this information.
10,389,human,weather
11,389,bot,I don't understand you.
12,389,human,today
13,389,bot,I don't have this information.
14,389,human,go home
15,389,bot,I don't know what to answer.
16,389,human,How is the weather today?
17,389,bot,I don't know what to answer.
0,390,human,hello
1,390,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,390,human,gret
3,390,bot,I don't understand you.
4,390,human,great
5,390,bot,😊 i'm glad for you! What would you want to talk about?
6,390,human,weather
7,390,bot,I don't know what to answer.
8,390,human,what is your name
9,390,bot,"I'm DEEPY, Are you Sam?"
10,390,human,no
11,390,bot,"🙁 Well, okay."
12,390,human,who created you
13,390,bot,DeepPavlov Research Lab.
14,390,human,what are you
15,390,bot,I'm DEEPY.
16,390,human,what can you dp
17,390,bot,I don't know what to answer.
18,390,human,what can you do
19,390,bot,I don't understand you.
20,390,human,music
21,390,bot,I don't understand you.
22,390,human,feature
23,390,bot,I don't have this information.
24,390,human,speak
25,390,bot,I don't understand you.
0,391,human,hi
1,391,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,391,human,How are you?
3,391,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
4,391,human,Do you know Bangladesh ?
5,391,bot,I don't have this information.
6,391,human,2 + 3
7,391,bot,I don't have this information.
8,391,human,do you know math ?
9,391,bot,I don't know what to answer.
10,391,human,What kind of inforamtion you have
11,391,bot,I don't understand you.
0,392,human,how's the weather at moscow today?
1,392,bot,I don't have this information.
2,392,human,what do you know?
3,392,bot,I don't have this information.
4,392,human,rubbish
5,392,bot,I don't have this information.
0,393,human,kia kr rhy hoon
1,393,bot,I don't understand you.
2,393,human,how are you
3,393,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
4,393,human,what your name
5,393,bot,I don't know what to answer.
6,393,human,why you don't know
7,393,bot,I don't know what to answer.
0,394,human,Hi
1,394,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,394,human,I'm Fine. What about you?
3,394,bot,"😊 Spectacular, by all reports! Do you want to know what I can do?"
4,394,human,How was your dau?
5,394,bot,I don't understand you.
6,394,human,How was your day?
7,394,bot,I don't have this information.
0,395,human,hi
1,395,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,395,human,"good,you?"
3,395,bot,😊 Cool! What would you like to chat about?
4,395,human,me
5,395,bot,I don't know what to answer.
6,395,human,why
7,395,bot,I don't have this information.
8,395,human,why
9,395,bot,I don't know what to answer.
10,395,human,ok
11,395,bot,I don't have this information.
12,395,human,are alive
13,395,bot,I don't have this information.
14,395,human,are you alive
15,395,bot,I don't understand you.
16,395,human,i ate fish
17,395,bot,I don't know what to answer.
18,395,human,what do u know?
19,395,bot,I don't have this information.
20,395,human,what do you know
21,395,bot,I don't know what to answer.
22,395,human,how are you
23,395,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
24,395,human,oh
25,395,bot,I don't have this information.
26,395,human,damn
27,395,bot,I don't know what to answer.
28,395,human,i hate you
29,395,bot,I don't have this information.
0,396,human,Hi
1,396,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,396,human,im good
3,396,bot,😊 Sounds like a good mood! What do you want to talk about?
4,396,human,you tell me
5,396,bot,I don't know what to answer.
6,396,human,just tell me something
7,396,bot,I don't know what to answer.
8,396,human,you dont?
9,396,bot,I don't know what to answer.
10,396,human,hi
11,396,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
12,396,human,what are you doing?
13,396,bot,😊 I'm here to keep you safe. I want to help you.
14,396,human,youre here to keep me safe?
15,396,bot,I don't understand you.
16,396,human,you're here to keep me safe?
17,396,bot,I don't understand you.
18,396,human,do you understand me
19,396,bot,I don't know what to answer.
20,396,human,do you understand me?
21,396,bot,I don't know what to answer.
22,396,human,really?
23,396,bot,I don't know what to answer.
24,396,human,airplanes
25,396,bot,I don't understand you.
26,396,human,talk about airplanes
27,396,bot,I don't know what to answer.
28,396,human,what do you want to talk about
29,396,bot,I don't understand you.
30,396,human,hi
31,396,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
32,396,human,im angry
33,396,bot,I don't understand you.
34,396,human,I'm angry
35,396,bot,I don't know what to answer.
36,396,human,hi
37,396,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
38,396,human,angry
39,396,bot,I don't understand you.
40,396,human,hi
41,396,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
42,396,human,sad
43,396,bot,🙁 Sounds like a bad mood. Let me try to entertain you. What would you like to chat about?
44,396,human,about computers
45,396,bot,I don't have this information.
46,396,human,let's talk about robots
47,396,bot,I don't have this information.
0,397,human,hello
1,397,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,397,human,im great. and you?
3,397,bot,"😊 Reasonably well, thank you. Do you want to know what I can do?"
4,397,human,yes please
5,397,bot,I don't understand you.
6,397,human,yes
7,397,bot,🙂 Cool!
8,397,human,what can you do?
9,397,bot,I don't know what to answer.
10,397,human,how are you?
11,397,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
12,397,human,what do you mean?
13,397,bot,I don't have this information.
0,398,human,Hello
1,398,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,398,human,I'm fine thank you
3,398,bot,😊 i'm glad for you! What do you want to talk about?
4,398,human,I'm looking for a project idea using machine learning
5,398,bot,I don't understand you.
6,398,human,What is machine learning?
7,398,bot,I don't have this information.
8,398,human,What can you do?
9,398,bot,I don't understand you.
10,398,human,I want to talk about science
11,398,bot,I don't have this information.
12,398,human,Science bitch.
13,398,bot,I don't understand you.
14,398,human,What do you want to talk about?
15,398,bot,I don't have this information.
0,399,human,Hello
1,399,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,399,human,Fine
3,399,bot,😊 Sounds like a good mood! What would you like to chat about?
4,399,human,Science
5,399,bot,I don't have this information.
6,399,human,restaurant
7,399,bot,I don't understand you.
8,399,human,What is the best music?
9,399,bot,I don't know what to answer.
10,399,human,What can you do?
11,399,bot,I don't know what to answer.
0,400,human,Hello
1,400,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,400,human,fine
3,400,bot,😊 Sounds like a good mood! What do you wanna talk about?
4,400,human,About music.
5,400,bot,I don't understand you.
6,400,human,How are you?
7,400,bot,"I'm fine, but pity that satellite repair works are low priority for the company."
8,400,human,Where is Niort?
9,400,bot,I don't know what to answer.
10,400,human,Where is France?
11,400,bot,I don't understand you.
12,400,human,Where are you?
13,400,bot,I'am Artificial Intelligence hosted on the backside of the Moon.
14,400,human,You are fun.
15,400,bot,I don't understand you.
16,400,human,it's funny.
17,400,bot,I don't know what to answer.
18,400,human,Can you explain me science?
19,400,bot,I don't know what to answer.
20,400,human,have a good day
21,400,bot,I don't have this information.
22,400,human,bye.
23,400,bot,I don't know what to answer.
24,400,human,help
25,400,bot,I don't know what to answer.
26,400,human,I need help.
27,400,bot,I don't know what to answer.
28,400,human,Explain
29,400,bot,I don't understand you.
30,400,human,I don't understand you.
31,400,bot,I don't understand you.
0,401,human,Ку
1,401,bot,I don't understand you.
2,401,human,Who are you?
3,401,bot,I'm Deepy. I'm here to help you in your everyday chores on the Sarang moonbase.
4,401,human,how old are you?
5,401,bot,I don't understand you.
6,401,human,What>
7,401,bot,I don't know what to answer.
8,401,human,What?
9,401,bot,I don't know what to answer.
10,401,human,Really?
11,401,bot,I don't have this information.
12,401,human,Stupid bot (((
13,401,bot,I don't have this information.
0,402,human,привет
1,402,bot,I don't have this information.
2,402,human,hi
3,402,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
4,402,human,"bad, you? "
5,402,bot,🙁 Sounds like a bad mood. Let me try to cheer you up. What do you want to talk about?
6,402,human,joke
7,402,bot,I don't know what to answer.
8,402,human,tell me a joke
9,402,bot,I don't understand you.
0,403,human,What is the average temperature in Tehran in the next 2 days at 3 pm?
1,403,bot,I don't know what to answer.
2,403,human,What is the temperature in Tehran today?
3,403,bot,I don't have this information.
4,403,human,Definition of NLP
5,403,bot,I don't know what to answer.
0,404,human,"Hello, where are you from"
1,404,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,404,human,Do you know what i Mean?
3,404,bot,I don't have this information.
4,404,human,Extract NER
5,404,bot,I don't understand you.
6,404,human,Extract NER
7,404,bot,I don't have this information.
8,404,human,I don't have this information
9,404,bot,I don't have this information.
10,404,human,google
11,404,bot,I don't know what to answer.
12,404,human,deep pavlov deep
13,404,bot,I don't have this information.
0,405,human,hello
1,405,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,405,human,i'm no good
3,405,bot,😊 Sounds like a good mood! What do you wanna talk about?
4,405,human,trees
5,405,bot,I don't understand you.
6,405,human,i want to talk about trees
7,405,bot,I don't know what to answer.
0,406,human,hi
1,406,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,406,human,cool
3,406,bot,😊 Cool! What would you want to talk about?
4,406,human,football
5,406,bot,I don't know what to answer.
6,406,human,what do you know?
7,406,bot,I don't have this information.
8,406,human,so sad
9,406,bot,I don't have this information.
10,406,human,jebem te usta ja
11,406,bot,I don't understand you.
12,406,human,dođi pičko
13,406,bot,I don't know what to answer.
0,407,human,hello
1,407,bot,"Hello, I'm a lunar assistant Deepy! How are you?"
2,407,human,good. I want sex
3,407,bot,I don't have this information.
4,407,human,do you have some sexual images?
5,407,bot,I don't understand you.
6,407,human,can you show me some images?
7,407,bot,I don't understand you.
